ID,Name,Price,Price/unit,Price/unit change,Last Price Update,Supplier,Order Code,Brand,Country of Origin,Category,Lead Time,Case,Pack,Unit,Purchase Amount,Converters,Display Name,Usable Percentage,Allergens,Label Certifications,Is Added Sugar,Notes
510138,Nutter Butter,31.17,$0.01/g,"","",Amazon,,Nutter Butter,"",Food,,4.0,672.0,g,4/672g,"","",100,"Gluten, Peanuts, Soy, Wheat","",,""
594065,oat milk,1.0,$1.00/qt,-96.87%,2026-02-20,Chef's Warehouse,,minor figures,"",Food,,1.0,1.0,qt,1/1qt,"","water, organic oats, organic sunflower oil, salt, potassium corbonate ",100,"","Gluten-Free, Vegan",false,""
536811,Oat Soft Serve Mix (Vanilla),55.05,$18.35/gal,"","",Chef's Warehouse,10740150,Oatly,"",Food,,6.0,0.5,gal,6/0.5gal,"","",100,"","",false,""
576269,Orange bitters,1.0,$1.00/oz,"","","",,"","",Food,,1.0,1.0,oz,1/1oz,"","",100,"","",false,""
506906,Orange Blossom Water,9.95,$0.59/floz,-70.74%,2024-10-14,Amazon,,Cortas,"",Food,,1.0,17.0,floz,1/17floz,1 oz = 1 floz,"",100,"","",,""
506907,Orange Oil,49.99,$3.94/floz,-34.4%,2024-04-03,Amazon,,Boyajian,"",Food,,1.0,12.7,floz,1/12.7floz,"","",100,"","",,""
574623,Orange sprinkles,1.0,$1.00/g,"","","",,"","",Food,,1.0,1.0,g,1/1g,"","",100,"Artificial dye, Milk","",false,""
509860,Oranges,1.0,$1.00/each,"","","",,"","",Uncategorized,,1.0,1.0,each,1/1each,"","",100,"","",,""
482115,Oreo Pieces,46.39,$4.64/lb,-98.98%,2024-04-03,US Foods Chefstore,,Oreo,"",Food,,4.0,2.5,lb,4/2.5lb,"","oreo pieces (Unbleached flour, reduced iron, thaimine mononitrate, riboflavin, sugar, palm oil, soy bean or canola oil, invert sugar, leavining (baking soda), soy lecithin, salt, chocolate, natural flavor",100,"Gluten, Soy","",true,""
574607,Organic chai concentrate,1.0,$1.00/floz,"","","",,"","",Food,,1.0,1.0,floz,1/1floz,"","",100,"","",false,""
507436,Organic rose petals,13.99,$3.50/oz,1299%,2024-03-27,Amazon,,Green hill tea,"",Food,,1.0,4.0,oz,1/4oz,"","",100,"","",,""
506986,Passionfruit Puree,136.64,$22.77/Kg,1266.4%,2024-03-27,Chef's Warehouse,4404BO0720,Boiron,"",Food,,6.0,1.0,Kg,6/1Kg,"","",100,"","",true,""
519842,Pasteurized Egg Yolks,1.0,$1.00/Kg,"","","",,"","",Food,,1.0,1.0,Kg,1/1Kg,"","",100,Eggs,"",,""
586505,peach flavor gmf,1.0,$1.00/gal,"","",Green Mountain Flavors,,"","",Food,,1.0,1.0,gal,1/1gal,"","",100,"","",true,""
590686,Peach Jam,1.0,$1.00/lb,"","","",,orgeon growers,"",Uncategorized,,1.0,1.0,lb,1/1lb,"","peach, sugar, pectin",100,"","",false,""
510538,Peaches,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",,""
510545,Peanut butter,1.0,$1.00/oz,"","","",,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,Peanuts,"",,""
510141,Peanut Butter Chips,85.78,$3.43/lb,"","",Webstaurant,403340061625,Reese's,"",Food,,1.0,25.0,lb,1/25lb,"","",100,"Milk, Peanuts, Soy","",,""
510139,"Peanut Butter Cups, Mini",51.49,$5.15/lb,"","",Webstaurant,711PBCUPWHOL,TR Toppers,"",Food,,1.0,10.0,lb,1/10lb,"","",100,"Milk, Peanuts, Soy","",,""
509700,Peanut Butter Sauce,17.99,$4.00/lb,"","",US Foods Chefstore,,Reese's,"",Food,,1.0,4.5,lb,1/4.5lb,"","",100,"Peanuts, Soy","",,""
574602,Peapal,1.0,$1.00/oz,"",2025-09-28,Green Mountain Flavors,,Gmf,"",Food,,1.0,1.0,oz,1/1oz,"","",100,"","",false,""
590687,Pear Puree,1.0,$0.00/floz,"","",Chef's Warehouse,,boiron,"",Food,,1.0,1000.0,floz,1/1000floz,"","",100,"","",true,""
539392,Pecans,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,Tree nuts,"",,""
510297,Pepper,1.0,$1.00/tbsp,"",2025-09-28,US Foods Chefstore,,"","",Food,,1.0,1.0,tbsp,1/1tbsp,"","",100,"","",false,""
510293,Peppercorns,1.0,$1.00/each,"",2025-09-28,US Foods Chefstore,,"","",Food,,1.0,1.0,each,1/1each,"","",100,"","",false,""
527492,Peppermint candy,40.79,$4.08/lb,307.9%,2024-10-09,Webstaurant,#711PEPKRNCH,Peppermint Krunch,"",Food,,1.0,10.0,lb,1/10lb,"","",100,"","",true,""
508252,Peppermint Oil,8.99,$8.99/floz,"","",Amazon,,LorAnn,"",Food,,1.0,1.0,floz,1/1floz,"","",100,"","",,""
574620,Phyllo Dough,1.0,$1.00/g,"",2025-09-28,US Foods Chefstore,,Kronos,"",Food,,1.0,1.0,g,1/1g,"","",100,Gluten,"",false,""
590691,pickles,1.0,$1.00/gal,"","","",,"","",Uncategorized,,1.0,1.0,gal,1/1gal,"","",100,"","",false,""
598056,Pie Cherries,1.0,$1.00/oz,"","","",,"","",Food,,1.0,1.0,oz,1/1oz,"","",100,"","",true,""
509839,Pineapple chunks,1.0,$1.00/each,"","","",,"","",Uncategorized,,1.0,1.0,each,1/1each,"","",100,"","",true,""
509840,Pineapple Gmf,1.0,$1.00/floz,"",2025-10-24,Green Mountain Flavors,,"","",Uncategorized,,1.0,1.0,floz,1/1floz,"","",100,"","",false,""
506943,Pink Pitaya Powder,17.99,$3.60/oz,87.67%,2024-04-03,Amazon,,Suncore,"",Food,,1.0,5.0,oz,1/5oz,1 tsp = 4 g,"",100,"","",false,""
536657,Pink Sprinkle,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",true,""
509738,Pistachio GMF,1.0,$0.06/oz,"","",Green Mountain Flavors,,GMF,"",Food,,1.0,16.0,oz,1/16oz,"","",100,"","",,""
509737,Pistachios,57.34,$11.47/lb,"","",Chef's Warehouse,VN160977,Capitol Food Company,"",Food,,1.0,5.0,lb,1/5lb,"","",100,Tree nuts,"",,""
590745,pluot (red),1.0,$1.00/lb,"","","",,"","",Food,,1.0,1.0,lb,1/1lb,"","",100,"","",false,""
590746,pluot (yellow),1.0,$1.00/lb,"","","",,"","",Food,,1.0,1.0,lb,1/1lb,"","",100,"","",false,""
586900,Pomegranate Concentrate,1.0,$1.00/Kg,"","","",,"","",Uncategorized,,1.0,1.0,Kg,1/1Kg,"","",100,"","",true,""
586898,pomegranate puree,1.0,$1.00/Kg,"","","",,"","",Uncategorized,,1.0,1.0,Kg,1/1Kg,"","",100,"","",true,""
531508,Poppyseeds,10.73,$0.60/oz,-40.39%,2024-10-09,Chef's Warehouse,230140,Provvista,"",Uncategorized,,1.0,18.0,oz,1/18oz,"","",100,"","",,""
525589,Potato chips,5.59,$0.43/oz,-38.46%,2024-10-28,US Foods Chefstore,,"","",Food,,1.0,13.0,oz,1/13oz,"","",100,"",Gluten-Free,false,Corn oil
507264,Powdered Sugar,3.59,$1.80/lb,-99.6%,2024-04-03,US Foods Chefstore,,C+H,"",Food,,1.0,2.0,lb,1/2lb,"","",100,"","",,""
509404,Pretzels,8.29,$0.17/oz,176.33%,2024-04-04,US Foods Chefstore,,Schultz,"",Food,,1.0,48.0,oz,1/48oz,"","",100,"Gluten, Wheat","",,""
590757,prickly pear puree,1.0,$1.00/g,"","","",,ponthier,"",Food,,1.0,1.0,g,1/1g,"","",100,"","",true,""
574611,Pumpkin gmf,1.0,$1.00/floz,"","","",,"","",Uncategorized,,1.0,1.0,floz,1/1floz,"","",100,"","",false,""
509411,Pumpkin puree,4.89,$0.17/oz,40.72%,2024-04-03,US Foods Chefstore,,Libby's,"",Food,,1.0,29.0,oz,1/29oz,0.5 cup = 122 g,"",100,"","",,""
509742,Purple Carrot Extract,1.0,$0.06/oz,"","",Green Mountain Flavors,,GMF,"",Food,,1.0,16.0,oz,1/16oz,"","",100,"","",,""
507433,Rainbow sprinkles,19.68,$2.81/lb,1868%,2024-04-03,Restaurant Depot,,Chefs quality,"",Food,,1.0,7.0,lb,1/7lb,"","",100,"","",,""
574617,Raisins,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",true,""
563993,"Raspberries, Frozen",27.39,$5.48/lb,"","",US Foods Chefstore,,Flav R Pac,"",Food,,1.0,5.0,lb,1/5lb,"","",100,"","",,""
509841,Raspberry GMF,1.0,$1.00/oz,"",2025-10-24,Green Mountain Flavors,,"","",Food,,1.0,1.0,oz,1/1oz,"","",100,"","",false,""
576247,Raspberry Jam,1.0,$1.00/oz,"",2025-10-24,US Foods Chefstore,,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,"","",true,""
506903,Raspberry Puree,114.14,$19.02/Kg,1041.4%,2024-03-27,Chef's Warehouse,4404BO0609,Boiron,"",Food,,6.0,1.0,Kg,6/1Kg,"","",100,"","",true,""
574605,Red currant puree,1.0,$1.00/Kg,"","","",,Pothiver,"",Food,,1.0,1.0,Kg,1/1Kg,"","",100,"","",true,""
536656,Red Sprinkles,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",,""
509845,Red Wine,1.0,$1.00/oz,"","","",,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,"","",true,""
587231,reeses cups pieces,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Milk Fat, Lactose, Lecithin, PGPR)
Peanuts
Sugar
Dextrose
Salt
TBHQ & Citric Acid (TO MAINTAIN FRESHNESS)",100,"Milk, Peanuts, Soy","",true,""
591309,rhubarb puree,1.0,$1.00/Kg,"","",Chef's Warehouse,,ponthier,FR,Food,,1.0,1.0,Kg,1/1Kg,"","",100,"","",true,""
510536,"Rhubarb, cut and washed",1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",,""
599640,rice flour,1.0,$1.00/g,"","","",,"","",Uncategorized,,1.0,1.0,g,1/1g,"","",100,"","",,""
528768,Rice Krispie,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",false,""
509691,Ricotta Cheese,15.09,$3.02/lb,"","",US Foods Chefstore,,Galbani Whole Milk,"",Food,,1.0,5.0,lb,1/5lb,"","",100,Milk,"",,""
555095,Ritz Crackers,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"Gluten, Wheat","",,""
508254,Rose Extract,14.95,$7.48/floz,"","",Amazon,,Angel Bake,"",Uncategorized,,1.0,2.0,floz,1/2floz,"","",100,"","",,""
506938,Rose Water,1.0,$1.00/tsp,"","","",,"","",Food,,1.0,1.0,tsp,1/1tsp,1 tsp = 2 g,"",100,"","",false,""
590681,Sage GMF,1.0,$1.00/oz,"","",Green Mountain Flavors,,"","",Food,,1.0,1.0,oz,1/1oz,"","",100,"","",false,""
588184,saigon cinnamon,1.0,$1.00/g,"","","",,"","",Uncategorized,,1.0,1.0,g,1/1g,"","",100,"","",false,""
507953,Salt,1.0,$1.00/oz,-47.84%,2024-06-28,"",,"","",Uncategorized,,1.0,1.0,oz,1/1oz,0.588 oz = 1 tbsp,"",100,"","",false,""
507948,Sanding sugar,1.0,$1.00/oz,-100%,2024-06-28,"",,"","",Food,,1.0,1.0,oz,1/1oz,"","",100,"","",true,""
507024,Sea Buckthorn Puree,10.0,$10.00/Kg,"","","",,"","",Food,,1.0,1.0,Kg,1/1Kg,"","",100,"","",true,""
506914,Sea Salt,26.41,$8.52/lb,-81.22%,2024-03-27,Chef's Warehouse,SPS152,Maldon,"",Food,,1.0,3.1,lb,1/3.1lb,0.513 oz = 1 tbsp,"",100,"","",,""
509364,Semi Sweet Chocolate,1.0,$1.00/lb,"","","",,"","",Food,,1.0,1.0,lb,1/1lb,"","",100,Milk,"",,""
526262,Shredded Coconut,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",,""
591306,smoobees (strawberry),1.0,$1.00/g,"","","",,puratos,"",Food,,1.0,1.0,g,1/1g,"","Sugar, invert sugar, water, strawberry concentrate, modified starch, acid, gelling agent(sodium alginate) , natural flavoring, carrot concentrate, preservative (potassium sorbate), firming agent (calcium chloride), elderberry concentrate, black currant concentrate",100,"","",true,""
590692,snickers,1.0,$1.00/g,"","",Amazon,,"","",Food,,1.0,1.0,g,1/1g,"","Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin), Peanuts, Corn Syrup, Sugar, Palm Oil, Skim Milk, Lactose, Salt, Egg Whites, Artificial Flavor.",100,"Corn, Eggs, Milk, Soy, Tree nuts","",true,""
507950,Sourcream,10.99,$2.20/lb,-99.52%,2024-04-03,US Foods Chefstore,,Daisy,"",Food,,1.0,5.0,lb,1/5lb,"","",100,Milk,"",,""
590762,soursop puree,1.0,$1.00/g,"","",Chef's Warehouse,,ponthier,FR,Food,,1.0,1.0,g,1/1g,"","",100,"","",false,""
555092,Soy Milk,1.0,$1.00/oz,"",2025-10-24,US Foods Chefstore,,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,Soy,Vegan,false,""
508253,Spirulina Powder,23.95,$0.48/g,"","",Amazon,,MicroIngredients,"",Food,,1.0,50.0,g,1/50g,"","",100,"","",,""
527495,Star anise,1.0,$1.00/g,"",2025-10-24,US Foods Chefstore,,"","",Uncategorized,,1.0,1.0,g,1/1g,"","",100,"","",false,""
509711,"Strawberries, Frozen",13.29,$2.66/lb,"","",US Foods Chefstore,,Flav R Pac,"",Food,,1.0,5.0,lb,1/5lb,"","",100,"","",,""
508251,Strawberry Paste,50.99,$33.99/Kg,"","",Webstaurant,3639225763,Fabbri,"",Food,,1.0,1.5,Kg,1/1.5Kg,"","",100,"","",true,""
506725,Strawberry Puree,109.91,$18.32/Kg,83.18%,2024-03-20,Chef's Warehouse,10776401,Boiron,"",Food,,6.0,1.0,Kg,6/1Kg,"","",100,"","",,""
509398,Sugar (RAW),1.0,$1.00/cup,"","","",,"","",Uncategorized,,1.0,1.0,cup,1/1cup,"","",100,"","",false,""
507432,Sun butter,39.99,$4.00/lb,1899.5%,2024-03-27,Webstaurant,125991613,SunButter,"",Food,,2.0,5.0,lb,2/5lb,"","",100,"","",,""
587213,sweet basil flavor,1.0,$1.00/oz,"","",Green Mountain Flavors,,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,"","",true,""
590834,sweet corn extract,1.0,$1.00/g,"","","",,amorette,"",Food,,1.0,1.0,g,1/1g,"",glycerin and artificial flavor,100,"","",,""
510539,Sweet Potatoes,1.0,$1.00/each,"","","",,"","",Uncategorized,,1.0,1.0,each,1/1each,"","",100,"","",,""
482227,Tahitian Vanilla,470.06,$470.06/gal,-98.76%,2024-03-27,Nielsen Massey,,Nielsen Massey,"",Food,,1.0,1.0,gal,1/1gal,1 tbsp = 13 g,"",100,"","",,""
510296,Tapioca starch,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,3.37 cup = 1 lb,"",100,"","",,""
510290,Tart Dried Cherries,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","",true,""
587246,thyme,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"","Gluten-Free, Vegan",false,""
506915,Trablit Coffee Extract,44.11,$44.11/L,-78.26%,2024-03-27,Chef's Warehouse,5005PF8430,Trablit,"",Food,,1.0,1.0,L,1/1L,"","",100,"","",,""
519839,Turmeric (powdered),1.0,$1.00/Kg,"","","",,"","",Food,,1.0,1.0,Kg,1/1Kg,"","",100,"","",false,""
519844,Turmeric GMF,122.0,$244.00/gal,-68.23%,2024-10-14,Green Mountain Flavors,TurExtH,GMF,"",Food,,1.0,0.5,gal,1/0.5gal,1 gal = 10.1 lb,"",100,"","",,""
574603,V/gf Graham Crackers,1.0,$1.00/g,"","","",,Kenekinnik,"",Uncategorized,,1.0,1.0,g,1/1g,"","",100,"",Gluten-Free,,""
509371,Vanilla bean paste,1.0,$1.00/floz,"","","",,"","",Uncategorized,,1.0,1.0,floz,1/1floz,"","",100,"","",,""
528829,Vegan Butter,112.67,$3.13/lb,212.97%,2026-01-17,Chef's Warehouse,,Violife,"",Food,,36.0,1.0,lb,36/1lb,"","Plant-Based oil Blend from Canola, Coconut and Sunflower oils, Water, Sunflower Lecithin, Faba Bean Protein, Citric Acid, Natural Flavor, Glucose, Beta Carotene (Color).",100,Coconut*,Vegan,,""
527471,Vegan caramel,54.68,$5.47/lb,446.8%,2024-10-09,Nature's Flavors,NF-5885,Nature's Flavors,"",Uncategorized,,1.0,10.0,lb,1/10lb,"","Organic tapioca syrup, organic cane sugar, organic white rice syrup, organic starch, natural flavors, pectin, salt, caramel color, Annatto color ",100,"",Vegan,,""
528832,Vegan Chocolate Chips,129.99,$6.50/lb,549.95%,2024-10-09,Webstaurant,409F00559W,Enjoy Life,"",Uncategorized,,4.0,5.0,lb,4/5lb,"","",100,"","Gluten-Free, Vegan",false,""
599648,vegan cream cheese,1.0,$1.00/g,"","","",,violife,"",Food,,1.0,1.0,g,1/1g,"","",100,"","",,""
574604,Vegan Mini marshmallows,1.0,$1.00/oz,"","",Amazon,,Dandies,"",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,"",Vegan,true,""
528831,Vegan White Chocolate Chips,1.0,$1.00/lb,"","","",,Enjoy life,"",Uncategorized,,1.0,1.0,lb,1/1lb,"","",100,"",Vegan,false,""
509397,Vegetable shortening,1.0,$1.00/oz,"","","",,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,"","",,""
507022,Violet Syrup,18.97,$0.56/floz,348.99%,2024-03-27,Amazon,,1883,"",Food,,1.0,33.8,floz,1/33.8floz,"","",100,"","",true,""
509717,Walnuts,38.99,$7.80/lb,"","",US Foods Chefstore,,Azar,"",Food,,1.0,5.0,lb,1/5lb,"","",100,Tree nuts,"",,""
482245,Water,0.0,$0.00/Kg,-100%,2024-03-20,"",,"","",Food,,1.0,1.0,Kg,1/1Kg,1 cup = 240 g,"",100,"","",false,""
593311,watermelon puree,1.0,$1.00/Kg,"","",Chef's Warehouse,,boiron,"",Food,,1.0,1.0,Kg,1/1Kg,"","",100,"","",,""
507267,White chocolate,99.02,$33.01/Kg,-96.7%,2024-03-27,Chef's Warehouse,GCV125FN,Valrhona,"",Uncategorized,,1.0,3.0,Kg,1/3Kg,"","",100,"Milk, Soy","",,""
587227,White chocolate kit kats,1.0,$1.00/lb,"","","",,"","",Uncategorized,,1.0,1.0,lb,1/1lb,"","Sugar, Wheat Flour (contains Calcium, Iron, Thiamin and Niacin), Milk Powders (Skimmed and Whole), Cocoa Mass, Cocoa Butter, Vegetable Fats (Palm, Palm Kernel, Shea/ Illipe/ Mango Kernel/ Kokum Gurgi/ Sal), Lactose and Proteins from Whey (from Milk), Whey Powder (from Milk), Emulsifiers (Sunflower Lecithin, Soya Lecithin), Yeast Raising Agent (Sodium Bicarbonate), Natural Vanilla Flavourings, Salt Butterfat (from Milk) Natural Flavourings.",100,"Artificial dye, Milk, Soy","",,""
586504,white peach puree,1.0,$0.00/g,"","",Chef's Warehouse,,"","",Food,,1.0,1000.0,g,1/1000g,"","",100,"","",true,""
482235,White Sugar,25.99,$1.04/lb,-77.08%,2024-04-03,US Foods Chefstore,,C&H,"",Food,,1.0,25.0,lb,1/25lb,2.25 cup = 1 lb,"",100,"","",true,""
510537,White Vinegar,1.0,$1.00/floz,"","","",,"","",Uncategorized,,1.0,1.0,floz,1/1floz,0.52 oz = 1 tbsp,"",100,"","",,""
576237,Whoppers,1.0,$1.00/oz,"","","",,"","",Uncategorized,,1.0,1.0,oz,1/1oz,"","",100,"Eggs, Gluten, Milk, Soy, Wheat","",,""
509391,Wildflower Honey,19.09,$3.82/lb,-99.16%,2024-04-03,US Foods Chefstore,,Monarch,"",Food,,1.0,5.0,lb,1/5lb,"","",100,"","",,""
590684,York Peppermint Patties,1.0,$1.00/lb,"","",Amazon,,"","",Food,,1.0,1.0,lb,1/1lb,"","sugar, corn syrup, chocolate, cocoa, invert sugar, milk fat, egg whites, cocoa butter, soy lecithin (emulsifier), oil of peppermint, PGPR (emulsifier), and natural flavor.",100,"Corn, Eggs, Milk, Soy","",true,""
510295,Zucchini,1.0,$1.00/each,"","","",,"","",Uncategorized,,1.0,1.0,each,1/1each,"","",100,"","",,""
